          ntotiter
              1000
             Niter        Best_route     Elite_average
               814              3.99              3.99
               815              3.99              3.99
               816              3.99              3.99
               817              3.99              3.99
               818              3.99              3.99
               819              3.99              3.99
               820              3.99              3.99
               821              3.99              3.99
               822              3.99              3.99
               823              3.99              3.99
               824              3.99              3.99
               825              3.99              3.99
               826              3.99              3.99
               827              3.99              3.99
               828              3.99              3.99
               829              3.99              3.99
               830              3.99              3.99
               831              3.99              3.99
               832              3.99              3.99
               833              3.99              3.99
               834              3.99              3.99
               835              3.99              3.99
               836              3.99              3.99
               837              3.99              3.99
               838              3.99              3.99
               839              3.99              3.99
               840              3.99              3.99
               841              3.99              3.99
               842              3.99              3.99
               843              3.99              3.99
               844              3.99              3.99
               845              3.99              3.99
               846              3.99              3.99
               847              3.99              3.99
               848              3.99              3.99
               849              3.99              3.99
               850              3.99              3.99
               851              3.99              3.99
               852              3.99              3.99
               853              3.99              3.99
               854              3.99              3.99
               855              3.99              3.99
               856              3.99              3.99
               857              3.99              3.99
               858              3.99              3.99
               859              3.99              3.99
               860              3.99              3.99
               861              3.99              3.99
               862              3.99              3.99
               863              3.99              3.99
               864              3.99              3.99
               865              3.99              3.99
               866              3.99              3.99
               867              3.99              3.99
               868              3.99              3.99
               869              3.99              3.99
               870              3.99              3.99
               871              3.99              3.99
               872              3.99              3.99
               873              3.99              3.99
               874              3.99              3.99
               875              3.99              3.99
               876              3.99              3.99
               877              3.99              3.99
               878              3.99              3.99
               879              3.99              3.99
               880              3.99              3.99
               881              3.99              3.99
               882              3.99              3.99
               883              3.99              3.99
               884              3.99              3.99
               885              3.99              3.99
               886              3.99              3.99
               887              3.99              3.99
               888              3.99              3.99
               889              3.99              3.99
               890              3.99              3.99
               891              3.99              3.99
               892              3.99              3.99
               893              3.99              3.99
               894              3.99              3.99
               895              3.99              3.99
               896              3.99              3.99
               897              3.99              3.99
               898              3.99              3.99
               899              3.99              3.99
               900              3.99              3.99
               901              3.99              3.99
               902              3.99              3.99
               903              3.99              3.99
               904              3.99              3.99
               905              3.99              3.99
               906              3.99              3.99
               907              3.99              3.99
               908              3.99              3.99
               909              3.99              3.99
               910              3.99              3.99
               911              3.99              3.99
               912              3.99              3.99
               913              3.99              3.99
               914              3.99              3.99
               915              3.99              3.99
               916              3.99              3.99
               917              3.99              3.99
               918              3.99              3.99
               919              3.99              3.99
               920              3.99              3.99
               921              3.99              3.99
               922              3.99              3.99
               923              3.99              3.99
               924              3.99              3.99
               925              3.99              3.99
               926              3.99              3.99
               927              3.99              3.99
               928              3.99              3.99
               929              3.99              3.99
               930              3.99              3.99
               931              3.99              3.99
               932              3.99              3.99
               933              3.99              3.99
               934              3.99              3.99
               935              3.99              3.99
               936              3.99              3.99
               937              3.99              3.99
               938              3.99              3.99
               939              3.99              3.99
               940              3.99              3.99
               941              3.99              3.99
               942              3.99              3.99
               943              3.99              3.99
               944              3.99              3.99
               945              3.99              3.99
               946              3.99              3.99
               947              3.99              3.99
               948              3.99              3.99
               949              3.99              3.99
               950              3.99              3.99
               951              3.99              3.99
               952              3.99              3.99
               953              3.99              3.99
               954              3.99              3.99
               955              3.99              3.99
               956              3.99              3.99
               957              3.99              3.99
               958              3.99              3.99
               959              3.99              3.99
               960              3.99              3.99
               961              3.99              3.99
               962              3.99              3.99
               963              3.99              3.99
               964              3.99              3.99
               965              3.99              3.99
               966              3.99              3.99
               967              3.99              3.99
               968              3.99              3.99
               969              3.99              3.99
               970              3.99              3.99
               971              3.99              3.99
               972              3.99              3.99
               973              3.99              3.99
               974              3.99              3.99
               975              3.99              3.99
               976              3.99              3.99
               977              3.99              3.99
               978              3.99              3.99
               979              3.99              3.99
               980              3.99              3.99
               981              3.99              3.99
               982              3.99              3.99
               983              3.99              3.99
               984              3.99              3.99
               985              3.99              3.99
               986              3.99              3.99
               987              3.99              3.99
               988              3.99              3.99
               989              3.99              3.99
               990              3.99              3.99
               991              3.99              3.99
               992              3.99              3.99
               993              3.99              3.99
               994              3.99              3.99
               995              3.99              3.99
               996              3.99              3.99
               997              3.99              3.99
               998              3.99              3.99
               999              3.99              3.99
     0    31     8     2     5    29    14    27    22    24     4    26     1    16    25     6    12     3     9    23    18    15    10    21    19    28    17    30    11    13    20     7
